"","year","gear","region_name","Fish.Age","count","age_count","age_prop","Population"
"1",1985,"Fish Wheel","Yukon Carmacks",6,2,1,0.5,"Carmacks"
"2",1985,"Fish Wheel","Yukon Carmacks",7,2,1,0.5,"Carmacks"
"3",1985,"Fish Wheel","Yukon Lower Canadian",5,2,1,0.5,"Lower Mainstem"
"4",1985,"Fish Wheel","Yukon Lower Canadian",6,2,1,0.5,"Lower Mainstem"
"5",1985,"Fish Wheel","Yukon mainstem",6,1,1,1,"Middle Mainstem"
"6",1985,"Fish Wheel","Yukon Pelly",4,7,1,0.142857143,"Pelly"
"7",1985,"Fish Wheel","Yukon Pelly",5,7,3,0.428571429,"Pelly"
"8",1985,"Fish Wheel","Yukon Pelly",6,7,3,0.428571429,"Pelly"
"9",1985,"Fish Wheel","Yukon Stewart",6,2,2,1,"Stewart"
"10",1985,"Fish Wheel","Yukon Teslin",5,10,4,0.4,"Teslin"
"11",1985,"Fish Wheel","Yukon Teslin",6,10,5,0.5,"Teslin"
"12",1985,"Fish Wheel","Yukon Teslin",7,10,1,0.1,"Teslin"
"13",1985,"Fish Wheel","Yukon upper",6,2,2,1,"Upper Lakes and Mainstem"
"14",1985,"Fish Wheel","Yukon White-Donjek",6,2,1,0.5,"White-Donjek"
"15",1985,"Fish Wheel","Yukon White-Donjek",7,2,1,0.5,"White-Donjek"
"16",1985,NA,NA,4,NA,NA,0.008715061,"Aggregate"
"17",1985,NA,NA,5,NA,NA,0.06134633,"Aggregate"
"18",1985,NA,NA,6,NA,NA,0.6484562,"Aggregate"
"19",1985,NA,NA,7,NA,NA,0.281482426,"Aggregate"
"20",1986,"Fish Wheel","Yukon Carmacks",5,4,1,0.25,"Carmacks"
"21",1986,"Fish Wheel","Yukon Carmacks",6,4,1,0.25,"Carmacks"
"22",1986,"Fish Wheel","Yukon Carmacks",7,4,2,0.5,"Carmacks"
"23",1986,"Fish Wheel","Yukon mainstem",5,2,1,0.5,"Middle Mainstem"
"24",1986,"Fish Wheel","Yukon mainstem",6,2,1,0.5,"Middle Mainstem"
"25",1986,"Fish Wheel","Yukon Pelly",5,9,1,0.111111111,"Pelly"
"26",1986,"Fish Wheel","Yukon Pelly",6,9,5,0.555555556,"Pelly"
"27",1986,"Fish Wheel","Yukon Pelly",7,9,3,0.333333333,"Pelly"
"28",1986,"Fish Wheel","Yukon Stewart",5,1,1,1,"Stewart"
"29",1986,"Fish Wheel","Yukon Teslin",5,14,3,0.214285714,"Teslin"
"30",1986,"Fish Wheel","Yukon Teslin",6,14,8,0.571428571,"Teslin"
"31",1986,"Fish Wheel","Yukon Teslin",7,14,3,0.214285714,"Teslin"
"32",1986,"Fish Wheel","Yukon upper",5,2,1,0.5,"Upper Lakes and Mainstem"
"33",1986,"Fish Wheel","Yukon upper",6,2,1,0.5,"Upper Lakes and Mainstem"
"34",1986,"Fish Wheel","Yukon White-Donjek",5,3,1,0.333333333,"White-Donjek"
"35",1986,"Fish Wheel","Yukon White-Donjek",6,3,1,0.333333333,"White-Donjek"
"36",1986,"Fish Wheel","Yukon White-Donjek",7,3,1,0.333333333,"White-Donjek"
"37",1986,NA,NA,4,NA,NA,0.003265611,"Aggregate"
"38",1986,NA,NA,5,NA,NA,0.08933687,"Aggregate"
"39",1986,NA,NA,6,NA,NA,0.5919204,"Aggregate"
"40",1986,NA,NA,7,NA,NA,0.31547709,"Aggregate"
"41",1987,"Fish Wheel","Yukon Carmacks",5,4,1,0.25,"Carmacks"
"42",1987,"Fish Wheel","Yukon Carmacks",6,4,3,0.75,"Carmacks"
"43",1987,"Fish Wheel","Yukon Lower Canadian",6,3,3,1,"Lower Mainstem"
"44",1987,"Fish Wheel","Yukon mainstem",5,4,1,0.25,"Middle Mainstem"
"45",1987,"Fish Wheel","Yukon mainstem",6,4,2,0.5,"Middle Mainstem"
"46",1987,"Fish Wheel","Yukon mainstem",7,4,1,0.25,"Middle Mainstem"
"47",1987,"Fish Wheel","Yukon Pelly",4,19,2,0.105263158,"Pelly"
"48",1987,"Fish Wheel","Yukon Pelly",5,19,4,0.210526316,"Pelly"
"49",1987,"Fish Wheel","Yukon Pelly",6,19,12,0.631578947,"Pelly"
"50",1987,"Fish Wheel","Yukon Pelly",7,19,1,0.052631579,"Pelly"
"51",1987,"Fish Wheel","Yukon Stewart",4,10,1,0.1,"Stewart"
"52",1987,"Fish Wheel","Yukon Stewart",5,10,1,0.1,"Stewart"
"53",1987,"Fish Wheel","Yukon Stewart",6,10,7,0.7,"Stewart"
"54",1987,"Fish Wheel","Yukon Stewart",7,10,1,0.1,"Stewart"
"55",1987,"Fish Wheel","Yukon Teslin",5,14,4,0.285714286,"Teslin"
"56",1987,"Fish Wheel","Yukon Teslin",6,14,9,0.642857143,"Teslin"
"57",1987,"Fish Wheel","Yukon Teslin",7,14,1,0.071428571,"Teslin"
"58",1987,"Fish Wheel","Yukon upper",7,1,1,1,"Upper Lakes and Mainstem"
"59",1987,"Fish Wheel","Yukon White-Donjek",5,7,1,0.142857143,"White-Donjek"
"60",1987,"Fish Wheel","Yukon White-Donjek",6,7,4,0.571428571,"White-Donjek"
"61",1987,"Fish Wheel","Yukon White-Donjek",7,7,2,0.285714286,"White-Donjek"
"62",1987,NA,NA,4,NA,NA,0.002529909,"Aggregate"
"63",1987,NA,NA,5,NA,NA,0.05081422,"Aggregate"
"64",1987,NA,NA,6,NA,NA,0.7667408,"Aggregate"
"65",1987,NA,NA,7,NA,NA,0.179915109,"Aggregate"
"66",1988,NA,NA,4,NA,NA,0.014179778,"Aggregate"
"67",1988,NA,NA,5,NA,NA,0.1492431,"Aggregate"
"68",1988,NA,NA,6,NA,NA,0.2698461,"Aggregate"
"69",1988,NA,NA,7,NA,NA,0.566731056,"Aggregate"
"70",1989,NA,NA,4,NA,NA,0.029705489,"Aggregate"
"71",1989,NA,NA,5,NA,NA,0.18971692,"Aggregate"
"72",1989,NA,NA,6,NA,NA,0.574205,"Aggregate"
"73",1989,NA,NA,7,NA,NA,0.206372604,"Aggregate"
"74",1990,NA,NA,4,NA,NA,0.045823301,"Aggregate"
"75",1990,NA,NA,5,NA,NA,0.21078429,"Aggregate"
"76",1990,NA,NA,6,NA,NA,0.6465471,"Aggregate"
"77",1990,NA,NA,7,NA,NA,0.0968453,"Aggregate"
"78",1991,"Fish Wheel","Yukon Carmacks",4,18,1,0.055555556,"Carmacks"
"79",1991,"Fish Wheel","Yukon Carmacks",5,18,4,0.222222222,"Carmacks"
"80",1991,"Fish Wheel","Yukon Carmacks",6,18,9,0.5,"Carmacks"
"81",1991,"Fish Wheel","Yukon Carmacks",7,18,4,0.222222222,"Carmacks"
"82",1991,"Fish Wheel","Yukon Lower Canadian",4,11,1,0.090909091,"Lower Mainstem"
"83",1991,"Fish Wheel","Yukon Lower Canadian",5,11,7,0.636363636,"Lower Mainstem"
"84",1991,"Fish Wheel","Yukon Lower Canadian",6,11,3,0.272727273,"Lower Mainstem"
"85",1991,"Fish Wheel","Yukon mainstem",5,7,3,0.428571429,"Middle Mainstem"
"86",1991,"Fish Wheel","Yukon mainstem",6,7,3,0.428571429,"Middle Mainstem"
"87",1991,"Fish Wheel","Yukon mainstem",7,7,1,0.142857143,"Middle Mainstem"
"88",1991,"Fish Wheel","Yukon Pelly",5,24,13,0.541666667,"Pelly"
"89",1991,"Fish Wheel","Yukon Pelly",6,24,10,0.416666667,"Pelly"
"90",1991,"Fish Wheel","Yukon Pelly",7,24,1,0.041666667,"Pelly"
"91",1991,"Fish Wheel","Yukon Stewart",5,11,9,0.818181818,"Stewart"
"92",1991,"Fish Wheel","Yukon Stewart",6,11,2,0.181818182,"Stewart"
"93",1991,"Fish Wheel","Yukon Teslin",4,33,1,0.03030303,"Teslin"
"94",1991,"Fish Wheel","Yukon Teslin",5,33,17,0.515151515,"Teslin"
"95",1991,"Fish Wheel","Yukon Teslin",6,33,14,0.424242424,"Teslin"
"96",1991,"Fish Wheel","Yukon Teslin",7,33,1,0.03030303,"Teslin"
"97",1991,"Fish Wheel","Yukon upper",4,10,1,0.1,"Upper Lakes and Mainstem"
"98",1991,"Fish Wheel","Yukon upper",5,10,4,0.4,"Upper Lakes and Mainstem"
"99",1991,"Fish Wheel","Yukon upper",6,10,5,0.5,"Upper Lakes and Mainstem"
"100",1991,"Fish Wheel","Yukon White-Donjek",5,4,4,1,"White-Donjek"
"101",1991,NA,NA,4,NA,NA,0.015758404,"Aggregate"
"102",1991,NA,NA,5,NA,NA,0.28584272,"Aggregate"
"103",1991,NA,NA,6,NA,NA,0.4813901,"Aggregate"
"104",1991,NA,NA,7,NA,NA,0.21700873,"Aggregate"
"105",1992,"Fish Wheel","Yukon Carmacks",4,9,2,0.222222222,"Carmacks"
"106",1992,"Fish Wheel","Yukon Carmacks",5,9,3,0.333333333,"Carmacks"
"107",1992,"Fish Wheel","Yukon Carmacks",6,9,4,0.444444444,"Carmacks"
"108",1992,"Fish Wheel","Yukon Lower Canadian",4,18,3,0.166666667,"Lower Mainstem"
"109",1992,"Fish Wheel","Yukon Lower Canadian",5,18,7,0.388888889,"Lower Mainstem"
"110",1992,"Fish Wheel","Yukon Lower Canadian",6,18,8,0.444444444,"Lower Mainstem"
"111",1992,"Fish Wheel","Yukon mainstem",5,7,3,0.428571429,"Middle Mainstem"
"112",1992,"Fish Wheel","Yukon mainstem",6,7,3,0.428571429,"Middle Mainstem"
"113",1992,"Fish Wheel","Yukon mainstem",7,7,1,0.142857143,"Middle Mainstem"
"114",1992,"Fish Wheel","Yukon Pelly",4,26,3,0.115384615,"Pelly"
"115",1992,"Fish Wheel","Yukon Pelly",5,26,13,0.5,"Pelly"
"116",1992,"Fish Wheel","Yukon Pelly",6,26,10,0.384615385,"Pelly"
"117",1992,"Fish Wheel","Yukon Stewart",5,7,4,0.571428571,"Stewart"
"118",1992,"Fish Wheel","Yukon Stewart",6,7,3,0.428571429,"Stewart"
"119",1992,"Fish Wheel","Yukon Teslin",4,20,1,0.05,"Teslin"
"120",1992,"Fish Wheel","Yukon Teslin",5,20,11,0.55,"Teslin"
"121",1992,"Fish Wheel","Yukon Teslin",6,20,8,0.4,"Teslin"
"122",1992,"Fish Wheel","Yukon upper",4,1,1,1,"Upper Lakes and Mainstem"
"123",1992,"Fish Wheel","Yukon White-Donjek",4,8,2,0.25,"White-Donjek"
"124",1992,"Fish Wheel","Yukon White-Donjek",5,8,2,0.25,"White-Donjek"
"125",1992,"Fish Wheel","Yukon White-Donjek",6,8,4,0.5,"White-Donjek"
"126",1992,NA,NA,4,NA,NA,0.064225509,"Aggregate"
"127",1992,NA,NA,5,NA,NA,0.17385931,"Aggregate"
"128",1992,NA,NA,6,NA,NA,0.7292292,"Aggregate"
"129",1992,NA,NA,7,NA,NA,0.032686021,"Aggregate"
"130",1993,"Fish Wheel","Yukon Carmacks",4,15,5,0.333333333,"Carmacks"
"131",1993,"Fish Wheel","Yukon Carmacks",5,15,5,0.333333333,"Carmacks"
"132",1993,"Fish Wheel","Yukon Carmacks",6,15,4,0.266666667,"Carmacks"
"133",1993,"Fish Wheel","Yukon Carmacks",7,15,1,0.066666667,"Carmacks"
"134",1993,"Fish Wheel","Yukon Lower Canadian",4,19,6,0.315789474,"Lower Mainstem"
"135",1993,"Fish Wheel","Yukon Lower Canadian",5,19,8,0.421052632,"Lower Mainstem"
"136",1993,"Fish Wheel","Yukon Lower Canadian",6,19,5,0.263157895,"Lower Mainstem"
"137",1993,"Fish Wheel","Yukon mainstem",4,10,3,0.3,"Middle Mainstem"
"138",1993,"Fish Wheel","Yukon mainstem",5,10,2,0.2,"Middle Mainstem"
"139",1993,"Fish Wheel","Yukon mainstem",6,10,4,0.4,"Middle Mainstem"
"140",1993,"Fish Wheel","Yukon mainstem",7,10,1,0.1,"Middle Mainstem"
"141",1993,"Fish Wheel","Yukon Pelly",5,15,8,0.533333333,"Pelly"
"142",1993,"Fish Wheel","Yukon Pelly",6,15,7,0.466666667,"Pelly"
"143",1993,"Fish Wheel","Yukon Stewart",4,9,5,0.555555556,"Stewart"
"144",1993,"Fish Wheel","Yukon Stewart",5,9,1,0.111111111,"Stewart"
"145",1993,"Fish Wheel","Yukon Stewart",6,9,3,0.333333333,"Stewart"
"146",1993,"Fish Wheel","Yukon Teslin",4,26,7,0.269230769,"Teslin"
"147",1993,"Fish Wheel","Yukon Teslin",5,26,8,0.307692308,"Teslin"
"148",1993,"Fish Wheel","Yukon Teslin",6,26,10,0.384615385,"Teslin"
"149",1993,"Fish Wheel","Yukon Teslin",7,26,1,0.038461538,"Teslin"
"150",1993,"Fish Wheel","Yukon upper",4,1,1,1,"Upper Lakes and Mainstem"
"151",1993,"Fish Wheel","Yukon White-Donjek",4,15,6,0.4,"White-Donjek"
"152",1993,"Fish Wheel","Yukon White-Donjek",5,15,8,0.533333333,"White-Donjek"
"153",1993,"Fish Wheel","Yukon White-Donjek",7,15,1,0.066666667,"White-Donjek"
"154",1993,NA,NA,4,NA,NA,0.051576973,"Aggregate"
"155",1993,NA,NA,5,NA,NA,0.28609242,"Aggregate"
"156",1993,NA,NA,6,NA,NA,0.5469435,"Aggregate"
"157",1993,NA,NA,7,NA,NA,0.11538708,"Aggregate"
"158",1994,"Fish Wheel","Yukon Carmacks",4,19,4,0.210526316,"Carmacks"
"159",1994,"Fish Wheel","Yukon Carmacks",5,19,4,0.210526316,"Carmacks"
"160",1994,"Fish Wheel","Yukon Carmacks",6,19,10,0.526315789,"Carmacks"
"161",1994,"Fish Wheel","Yukon Carmacks",7,19,1,0.052631579,"Carmacks"
"162",1994,"Fish Wheel","Yukon Lower Canadian",4,24,3,0.125,"Lower Mainstem"
"163",1994,"Fish Wheel","Yukon Lower Canadian",5,24,16,0.666666667,"Lower Mainstem"
"164",1994,"Fish Wheel","Yukon Lower Canadian",6,24,5,0.208333333,"Lower Mainstem"
"165",1994,"Fish Wheel","Yukon mainstem",5,2,1,0.5,"Middle Mainstem"
"166",1994,"Fish Wheel","Yukon mainstem",6,2,1,0.5,"Middle Mainstem"
"167",1994,"Fish Wheel","Yukon Pelly",4,21,2,0.095238095,"Pelly"
"168",1994,"Fish Wheel","Yukon Pelly",5,21,15,0.714285714,"Pelly"
"169",1994,"Fish Wheel","Yukon Pelly",6,21,4,0.19047619,"Pelly"
"170",1994,"Fish Wheel","Yukon Stewart",4,12,1,0.083333333,"Stewart"
"171",1994,"Fish Wheel","Yukon Stewart",5,12,6,0.5,"Stewart"
"172",1994,"Fish Wheel","Yukon Stewart",6,12,5,0.416666667,"Stewart"
"173",1994,"Fish Wheel","Yukon Teslin",4,26,6,0.230769231,"Teslin"
"174",1994,"Fish Wheel","Yukon Teslin",5,26,12,0.461538462,"Teslin"
"175",1994,"Fish Wheel","Yukon Teslin",6,26,7,0.269230769,"Teslin"
"176",1994,"Fish Wheel","Yukon Teslin",7,26,1,0.038461538,"Teslin"
"177",1994,"Fish Wheel","Yukon upper",4,5,2,0.4,"Upper Lakes and Mainstem"
"178",1994,"Fish Wheel","Yukon upper",5,5,1,0.2,"Upper Lakes and Mainstem"
"179",1994,"Fish Wheel","Yukon upper",6,5,2,0.4,"Upper Lakes and Mainstem"
"180",1994,"Fish Wheel","Yukon White-Donjek",4,12,1,0.083333333,"White-Donjek"
"181",1994,"Fish Wheel","Yukon White-Donjek",5,12,10,0.833333333,"White-Donjek"
"182",1994,"Fish Wheel","Yukon White-Donjek",6,12,1,0.083333333,"White-Donjek"
"183",1994,NA,NA,4,NA,NA,0.019804346,"Aggregate"
"184",1994,NA,NA,5,NA,NA,0.29233813,"Aggregate"
"185",1994,NA,NA,6,NA,NA,0.5425942,"Aggregate"
"186",1994,NA,NA,7,NA,NA,0.14526337,"Aggregate"
"187",1995,"Fish Wheel","Yukon Carmacks",4,9,3,0.333333333,"Carmacks"
"188",1995,"Fish Wheel","Yukon Carmacks",5,9,2,0.222222222,"Carmacks"
"189",1995,"Fish Wheel","Yukon Carmacks",6,9,3,0.333333333,"Carmacks"
"190",1995,"Fish Wheel","Yukon Carmacks",7,9,1,0.111111111,"Carmacks"
"191",1995,"Fish Wheel","Yukon Lower Canadian",4,5,3,0.6,"Lower Mainstem"
"192",1995,"Fish Wheel","Yukon Lower Canadian",6,5,2,0.4,"Lower Mainstem"
"193",1995,"Fish Wheel","Yukon mainstem",4,9,3,0.333333333,"Middle Mainstem"
"194",1995,"Fish Wheel","Yukon mainstem",5,9,3,0.333333333,"Middle Mainstem"
"195",1995,"Fish Wheel","Yukon mainstem",6,9,3,0.333333333,"Middle Mainstem"
"196",1995,"Fish Wheel","Yukon Pelly",4,5,1,0.2,"Pelly"
"197",1995,"Fish Wheel","Yukon Pelly",6,5,4,0.8,"Pelly"
"198",1995,"Fish Wheel","Yukon Stewart",4,13,3,0.230769231,"Stewart"
"199",1995,"Fish Wheel","Yukon Stewart",5,13,3,0.230769231,"Stewart"
"200",1995,"Fish Wheel","Yukon Stewart",6,13,7,0.538461538,"Stewart"
"201",1995,"Fish Wheel","Yukon Teslin",4,17,6,0.352941176,"Teslin"
"202",1995,"Fish Wheel","Yukon Teslin",5,17,4,0.235294118,"Teslin"
"203",1995,"Fish Wheel","Yukon Teslin",6,17,7,0.411764706,"Teslin"
"204",1995,"Fish Wheel","Yukon upper",4,4,1,0.25,"Upper Lakes and Mainstem"
"205",1995,"Fish Wheel","Yukon upper",5,4,1,0.25,"Upper Lakes and Mainstem"
"206",1995,"Fish Wheel","Yukon upper",6,4,2,0.5,"Upper Lakes and Mainstem"
"207",1995,"Fish Wheel","Yukon White-Donjek",4,4,2,0.5,"White-Donjek"
"208",1995,"Fish Wheel","Yukon White-Donjek",6,4,2,0.5,"White-Donjek"
"209",1995,NA,NA,4,NA,NA,0.057368006,"Aggregate"
"210",1995,NA,NA,5,NA,NA,0.13147567,"Aggregate"
"211",1995,NA,NA,6,NA,NA,0.6887017,"Aggregate"
"212",1995,NA,NA,7,NA,NA,0.12245463,"Aggregate"
"213",1996,"Fish Wheel","Yukon Carmacks",4,14,4,0.285714286,"Carmacks"
"214",1996,"Fish Wheel","Yukon Carmacks",5,14,3,0.214285714,"Carmacks"
"215",1996,"Fish Wheel","Yukon Carmacks",6,14,6,0.428571429,"Carmacks"
"216",1996,"Fish Wheel","Yukon Carmacks",7,14,1,0.071428571,"Carmacks"
"217",1996,"Fish Wheel","Yukon Lower Canadian",4,2,2,1,"Lower Mainstem"
"218",1996,"Fish Wheel","Yukon Pelly",5,3,3,1,"Pelly"
"219",1996,"Fish Wheel","Yukon Stewart",5,3,1,0.333333333,"Stewart"
"220",1996,"Fish Wheel","Yukon Stewart",6,3,2,0.666666667,"Stewart"
"221",1996,"Fish Wheel","Yukon Teslin",5,16,11,0.6875,"Teslin"
"222",1996,"Fish Wheel","Yukon Teslin",6,16,4,0.25,"Teslin"
"223",1996,"Fish Wheel","Yukon Teslin",7,16,1,0.0625,"Teslin"
"224",1996,"Fish Wheel","Yukon upper",6,2,2,1,"Upper Lakes and Mainstem"
"225",1996,"Fish Wheel","Yukon White-Donjek",4,8,1,0.125,"White-Donjek"
"226",1996,"Fish Wheel","Yukon White-Donjek",5,8,5,0.625,"White-Donjek"
"227",1996,"Fish Wheel","Yukon White-Donjek",6,8,1,0.125,"White-Donjek"
"228",1996,"Fish Wheel","Yukon White-Donjek",7,8,1,0.125,"White-Donjek"
"229",1996,NA,NA,4,NA,NA,0.032669131,"Aggregate"
"230",1996,NA,NA,5,NA,NA,0.46056757,"Aggregate"
"231",1996,NA,NA,6,NA,NA,0.3212245,"Aggregate"
"232",1996,NA,NA,7,NA,NA,0.18553882,"Aggregate"
"233",1997,NA,NA,4,NA,NA,0.039405885,"Aggregate"
"234",1997,NA,NA,5,NA,NA,0.12302715,"Aggregate"
"235",1997,NA,NA,6,NA,NA,0.8054127,"Aggregate"
"236",1997,NA,NA,7,NA,NA,0.03215427,"Aggregate"
"237",1998,NA,NA,4,NA,NA,0.049002375,"Aggregate"
"238",1998,NA,NA,5,NA,NA,0.43728175,"Aggregate"
"239",1998,NA,NA,6,NA,NA,0.4002132,"Aggregate"
"240",1998,NA,NA,7,NA,NA,0.11350268,"Aggregate"
"241",1999,"Fish Wheel","Yukon Carmacks",4,11,2,0.181818182,"Carmacks"
"242",1999,"Fish Wheel","Yukon Carmacks",5,11,6,0.545454545,"Carmacks"
"243",1999,"Fish Wheel","Yukon Carmacks",6,11,3,0.272727273,"Carmacks"
"244",1999,"Fish Wheel","Yukon Lower Canadian",4,7,4,0.571428571,"Lower Mainstem"
"245",1999,"Fish Wheel","Yukon Lower Canadian",5,7,3,0.428571429,"Lower Mainstem"
"246",1999,"Fish Wheel","Yukon mainstem",5,7,3,0.428571429,"Middle Mainstem"
"247",1999,"Fish Wheel","Yukon mainstem",6,7,4,0.571428571,"Middle Mainstem"
"248",1999,"Fish Wheel","Yukon Pelly",4,15,2,0.133333333,"Pelly"
"249",1999,"Fish Wheel","Yukon Pelly",5,15,3,0.2,"Pelly"
"250",1999,"Fish Wheel","Yukon Pelly",6,15,9,0.6,"Pelly"
"251",1999,"Fish Wheel","Yukon Pelly",7,15,1,0.066666667,"Pelly"
"252",1999,"Fish Wheel","Yukon Stewart",4,4,2,0.5,"Stewart"
"253",1999,"Fish Wheel","Yukon Stewart",5,4,1,0.25,"Stewart"
"254",1999,"Fish Wheel","Yukon Stewart",6,4,1,0.25,"Stewart"
"255",1999,"Fish Wheel","Yukon Teslin",4,19,3,0.157894737,"Teslin"
"256",1999,"Fish Wheel","Yukon Teslin",5,19,6,0.315789474,"Teslin"
"257",1999,"Fish Wheel","Yukon Teslin",6,19,10,0.526315789,"Teslin"
"258",1999,"Fish Wheel","Yukon upper",4,7,2,0.285714286,"Upper Lakes and Mainstem"
"259",1999,"Fish Wheel","Yukon upper",5,7,4,0.571428571,"Upper Lakes and Mainstem"
"260",1999,"Fish Wheel","Yukon upper",6,7,1,0.142857143,"Upper Lakes and Mainstem"
"261",1999,"Fish Wheel","Yukon White-Donjek",5,12,3,0.25,"White-Donjek"
"262",1999,"Fish Wheel","Yukon White-Donjek",6,12,9,0.75,"White-Donjek"
"263",1999,NA,NA,4,NA,NA,0.014563389,"Aggregate"
"264",1999,NA,NA,5,NA,NA,0.17747031,"Aggregate"
"265",1999,NA,NA,6,NA,NA,0.7874233,"Aggregate"
"266",1999,NA,NA,7,NA,NA,0.02054301,"Aggregate"
"267",2000,"Fish Wheel","Yukon Carmacks",4,24,6,0.25,"Carmacks"
